id,reference_id,name,price,image,extra_images,description,category_id
110,8305,白水晶粉水晶海蓝宝金发晶手串BAC206x,146.00,https://aurayou2.lot-lot.com/image/32/2025/06/3f0458d510875f01330c52f60f60dbf1.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/3f0458d510875f01330c52f60f60dbf1.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/89dcc808cd6cee7ca4d8d0503f5b9000.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/f6784ab6d1bd242f02a9f55768fc1178.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/af85c9bb978490d0e5de7556e7091cea.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/a0803c401c4d025eadb11321e3cfbd6e.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/5d4e78dec44f3775790152265b2e230b.jpg,▫️▪️白水晶粉水晶海蓝宝金发晶手串 - 材质&尺寸：白水晶/粉晶/海蓝宝9-9.5mm，金发晶9.5-10mm,831|832|833|834|845|846|847|848|849|851|852|853|854|855|862|883|895|1054|1623
111,8303,粉水晶白水晶白阿塞手串BAC578x,146.00,https://aurayou2.lot-lot.com/image/32/2025/06/b2849bae7597e98646fbc06075019877.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/b2849bae7597e98646fbc06075019877.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/c998bf9a01d0646e537cf9075d9fd8a8.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/4a77ed1f1c7af07d2f9e6be0acf6b1e3.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/48a44682176eccb2d99429127cedad02.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/54957572ac4251ca9457d22730ea42bf.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/e6cca464bd866afcb481d33f216895d6.jpg,▫️▪️粉水晶白水晶白阿塞手串 - 材质&尺寸：粉晶10mm，白水晶约10mm，白阿塞12mm,831|832|833|834|846|848|849|851|852|853|857|862|883|1054|1623
112,8101,粉晶蓝月光白水晶貔貅手串BAC618x,130.00,https://aurayou2.lot-lot.com/image/32/2025/06/ff6e0438035bb10503eb5916613d85d6.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/ff6e0438035bb10503eb5916613d85d6.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/5c3c74a2e79c60b31317060d73982640.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/dc8fb3731fc395eeca7b7de953dbf48f.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/8fdd56ff580fc1c0f8aa8c32f46a8137.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/200f5d5a75ae344efe5d10a93020037b.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/6550cff72443f094bc6c35a628d012a6.jpg,▫️▪️粉晶蓝月光白水晶貔貅手串 - 材质&尺寸：粉晶10mm，蓝月光10.5mm，珍珠约7mm，白水晶貔貅17*11mm,831|832|833|834|847|848|849|850|851|852|853|857|862|866|883|1054|1622
113,8095,粉水晶白水晶幽灵魔盒手串BAC1074,158.00,https://aurayou2.lot-lot.com/image/32/2025/06/862af8dfbb2af64504c02b9f4affb814.jpg,https://aurayou2.lot-lot.com/image/32/2025/06/862af8dfbb2af64504c02b9f4affb814.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/54e988df49f22948dd667fcce989cf60.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/f2b686663f7cd8b7a10ad302e9fe1481.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/b735ea3506fa5002d099710d5db6014a.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/654b76c9c0458915edf8dd90d8cf82d1.jpg|https://aurayou2.lot-lot.com/image/32/2025/06/11c56b9f07f2b3b9daac82dc8f0ec5d1.jpg,▫️▪️粉水晶白水晶幽灵魔盒手串 材质：粉水晶、白水晶、幽灵魔盒 尺寸：11.5mm,831|832|833|834|845|847|848|849|850|852|857|862|867|883|1054|1622
114,8014,粉水晶黄塔晶手串BAC276x,212.00,https://aurayou2.lot-lot.com/image/32/2025/05/8726ba10a995282feb3d27f25c976d2e.jpg,https://aurayou2.lot-lot.com/image/32/2025/05/8726ba10a995282feb3d27f25c976d2e.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/9345336e3817a1e67c40c46d40de6212.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/12bd595d83094affad4498ec5e904cfd.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/e61bdf17e902681618a2695bc171f9f6.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/700b58eea76f151621fe6ba8a715f001.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/68134651664e3f34b78d89fd25d6f377.jpg,▫️▪️粉水晶黄塔晶手串 - 材质&尺寸：粉水晶14mm，黄塔晶12mm，跑环黄塔晶6mm,831|832|833|834|845|846|848|849|852|854|857|861|883|1054|1527
115,7982,粉水晶手串BAC113x,123.00,https://aurayou2.lot-lot.com/image/32/2025/05/bf78257d22f7f423a1bfd6f551b73dbb.jpg,https://aurayou2.lot-lot.com/image/32/2025/05/bf78257d22f7f423a1bfd6f551b73dbb.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/0b205186307a95518dc713736eb1fa38.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/0977d05abded7c4aed46f719d06d352e.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/f5f7b38ff5addfe9fa1696b07152eee5.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/4bd658fe64a15ec872d21a1be83db140.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/01c8eab0731c65c335bfb8267515fc34.jpg,▫️▪️粉水晶手串 - 材质&尺寸：粉水晶9mm,831|832|833|834|848|849|852|855|860|863|883|1054|1227
116,7976,粉水晶白幽灵手串BAC1072,280.00,https://aurayou2.lot-lot.com/image/32/2025/05/a2784077d020535c18a532504de954a8.jpg,https://aurayou2.lot-lot.com/image/32/2025/05/a2784077d020535c18a532504de954a8.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/3ea49f58fa042be3044a933a8788d974.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/1098faded5ee265bb08549e7c7a5177d.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/9a37295100d65bf7f29384806ad46234.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/c10cd9b3b828ca098366f1f9ce8e7d76.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/8c036ad7e4526c5e228874a017c82cb4.jpg,▫️▪️粉水晶白幽灵手串 - 材质：粉水晶、白幽灵 尺寸： 14-15mm,831|832|833|834|845|846|848|849|852|853|857|861|883|1054|1227
117,7969,白幽灵海蓝宝粉水晶手串BAC579x,130.00,https://aurayou2.lot-lot.com/image/32/2025/05/ed9f813d23a30c12bcee082f53afc924.jpg,https://aurayou2.lot-lot.com/image/32/2025/05/ed9f813d23a30c12bcee082f53afc924.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/a8c73810f94a9a8f5b4243898d3b9218.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/02086715866c16d49583c5d7b2145153.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/b1e79e34acef5eca9710aef005952393.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/b64de93031969b7591807e5a72b797a6.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/86fbdd722b7424aeac0197233f4accea.jpg,▫️▪️白幽灵海蓝宝粉水晶手串 - 材质&尺寸：白幽灵13.5mm、海蓝宝14mm、粉晶13mm、粉晶方糖,831|832|833|834|845|846|847|848|849|852|853|857|861|883|917|1054|1226
118,7931,粉水晶蓝月光金发晶手串BAC472x,120.00,https://aurayou2.lot-lot.com/image/32/2025/05/3125b88c4042127ba655087dec60ef5b.jpg,https://aurayou2.lot-lot.com/image/32/2025/05/3125b88c4042127ba655087dec60ef5b.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/786259fcf2df2396dbbbae093960d245.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/6431c3f64ab7ceb2d669dfd3826e71a3.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/fc8e45ba282282b07d528d2296d69718.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/a0aabe252880aa8525c4f56ae86d89ef.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/30a0b40d7e8e6d66642138de5a93eb48.jpg,▫️▪️粉水晶蓝月光金发晶手串 - 材质&尺寸：粉晶、蓝月光、金发晶；均9mm,831|832|833|834|845|846|848|849|850|852|854|860|863|883|1054|1212
119,7910,粉水晶紫水晶手串BAC1070,215.00,https://aurayou2.lot-lot.com/image/32/2025/05/cec613d0859cd9e620e8dc6c1258ff8c.jpg,https://aurayou2.lot-lot.com/image/32/2025/05/cec613d0859cd9e620e8dc6c1258ff8c.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/ecbe75014c434680c44c9d1dba76a311.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/3a330a05c980a16902f5e7775594a4c8.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/258b37db012d33d0e5f8e21b81d47aed.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/2eaed84e8cef2859d58b57f13b9c1f17.jpg|https://aurayou2.lot-lot.com/image/32/2025/05/1890aaa2de9d5208b05ba31b168ec6f5.jpg,▫️▪️粉水晶紫水晶手串 - 材质：紫水晶、粉水晶 尺寸：14-15mm,831|832|833|834|846|847|848|849|850|852|857|861|883|901|1054|1212
120,7836,粉水晶白水晶手串BAC561x,148.00,https://aurayou2.lot-lot.com/image/32/2025/04/fbe3b575cb431c14d77b0047aac6612c.jpg,https://aurayou2.lot-lot.com/image/32/2025/04/fbe3b575cb431c14d77b0047aac6612c.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/75a4f9aadaf500b79983ad4284345193.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/c4e7934309fdf191043a3a52557c6b31.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/59b8e1f337754974369c71a61da465db.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/f3dda3b693a1ad688cab1f955272da2d.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/d34eb1d1308e3190e814dfdab385cb51.jpg,▫️▪️粉水晶白水晶手串 - 材质&尺寸：粉晶11.5mm，白水晶刻面12mm，白水晶九尾狐28*30mm，白水晶方糖10.5*10.5mm,831|832|833|834|847|848|849|851|852|853|857|862|866|883|1054|1209
121,7827,粉水晶海蓝宝魔盒手串BAC1069,430.00,https://aurayou2.lot-lot.com/image/32/2025/04/8f05aa0432141563df2cf91bf1b25024.jpg,https://aurayou2.lot-lot.com/image/32/2025/04/8f05aa0432141563df2cf91bf1b25024.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/8b3640902e03fb07c72dedda5337e8c9.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/aa951145e65f1e1cde876c747be7678c.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/9a8a1b592ebcba690d190842b2f2b60f.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/d12167c9e4ebae168e60f774c640ed8a.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/89578a1dd5e47c054ea6ba037cec30ad.jpg,▫️粉水晶海蓝宝魔盒手串 - 材质：粉水晶、海蓝宝、粉晶魔盒 尺寸：14mm,831|832|833|834|847|848|849|852|857|861|867|883|895|1054|1209
122,7788,粉水晶白水晶海蓝宝手串BAC1068,252.00,https://aurayou2.lot-lot.com/image/32/2025/04/2b5aa5cc7a3065b7c5b4ffa764e230ea.jpg,https://aurayou2.lot-lot.com/image/32/2025/04/2b5aa5cc7a3065b7c5b4ffa764e230ea.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/390a8fba1fa9bb18f6d98f928d7fd2b1.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/bf93ec663f9f010b6269721aa26181dd.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/c8a7fcd5aa3d4cec85c79b766973d81e.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/e1b6c8ed9ff72be1669a0983aa951eb2.jpg|https://aurayou2.lot-lot.com/image/32/2025/04/0b92798f45203ab5ab44ec35c2ec73de.jpg,▫️▪️粉水晶白水晶海蓝宝手串 - 材质：粉水晶、海蓝宝、白水晶随形 尺寸：15mm,831|832|833|834|847|848|851|852|853|857|861|883|1054|1208
123,6417,粉水晶岫玉手串BAC1035,295.00,https://aurayou2.lot-lot.com/image/32/2025/01/7a4526ffe9dd79ee0eba88b59305c64c.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/7a4526ffe9dd79ee0eba88b59305c64c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/0a01c0d5d7ad7d1f85b6d004569a90ae.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/299d547379a253ef781867b4107698d1.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e1a700a8d151668f3e27a6b76fe7beb0.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/19e1e44aae46855b315293fefc29891e.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/d4bb46a03d81d7c57365f6e46249da60.jpg,▫️▪️粉水晶岫玉手串 - 材质：粉水晶、岫玉、玛瑙跑环 尺寸：14mm,831|832|833|834|848|849|850|851|852|856|858|861|883|889
124,6415,粉水晶紫水晶手串BAC1033,322.00,https://aurayou2.lot-lot.com/image/32/2025/01/b23beb05c573a3ac866b5f12204ee41b.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/b23beb05c573a3ac866b5f12204ee41b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/caec130d7fb6c69ff8e265518ef3222d.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c8c58382ee3f03e8319bc4ecd87c8dce.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/89ab73b68f0d664039e6de2b8fb32846.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/cca0010e40aa5f49e2120c283939a897.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f2f970ecb23a474f2ea42d1898bb8f25.jpg,▫️▪️粉水晶紫水晶手串 - 材质：粉水晶、紫水晶 尺寸：15mm/17mm,831|832|833|834|846|847|848|849|850|852|858|861|883
125,5854,樱花玛瑙粉晶手牌BAC839,128.00,https://aurayou2.lot-lot.com/image/32/2025/01/502b87b0da2fa11f492e4d048a317161.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/502b87b0da2fa11f492e4d048a317161.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/dc2843fa26d87bc5470b83071326fc03.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/5b877a095af70621379eaf4727793f33.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/7f052104e93460bf819dab11bded849b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/bdc7edd78c5d1dd1b0ba6c87222e5981.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/98e9e5151a93713f0e94732b78fbd134.jpg,▫️▪️樱花玛瑙粉晶手牌 - 材质：樱花玛瑙、粉水晶 尺寸：13*18mm/7mm,831|832|833|834|848|849|850|852|857|858|860|868|883|887
126,5850,粉晶白水双尖手串BAC835,152.00,https://aurayou2.lot-lot.com/image/32/2025/01/71a7c472131c428176634b2d88520e75.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/71a7c472131c428176634b2d88520e75.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/eaa66120bfcd2b2f812c0dcc2d5e1cd5.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c922ffff2dd661747aba73671277dd7c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/af19813eb385e2131112533378c22cb8.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/cd84f65b57d8f0f7d4a3a857c9c003d8.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/7fef18a66c0df7476dd3f301aa1aca6a.jpg,▫️▪️粉晶白水双尖手串 - 材质：粉水晶、白水晶、海蓝宝、蓝月光 尺寸：8-10mm,831|832|833|834|847|848|849|850|851|852|853|857|858|860|863|883
127,5849,粉水晶白水晶蝴蝶结手串BAC834,175.00,https://aurayou2.lot-lot.com/image/32/2025/01/af7493e11c9cd394892e231605a1393a.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/af7493e11c9cd394892e231605a1393a.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/71bd8beec8830e2912ef8a9ef19b175b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/deea4202d46a2269f20fa968707c99f5.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/0cb1f714f1c0917dc7ec92c806e06659.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/aac30acddea3af8b0ee27a58cf48ec4c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e5ae6b223ee2297b4b81c67cd4b633b8.jpg,▫️▪️粉水晶白水晶蝴蝶结手串 - 材质：粉水晶、白水晶 尺寸：12mm,831|832|833|834|847|848|849|851|852|853|857|860|862|866|883
128,5847,粉水晶贝珠手串BAC832,188.00,https://aurayou2.lot-lot.com/image/32/2025/01/90609258168bc64f2f25b6524801c287.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/90609258168bc64f2f25b6524801c287.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/8e73121aaf9e7b2f5ac8347520001e2d.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/5c057c47684f763b6d6cea6cf75fddd7.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/2614c2ff6838a9bb36ee0fd502e1e112.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/76eb03daf0e2e58b44c3217ee9db0f2a.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/481b9bc874786f9107629ea34fe174c7.jpg,▫️▪️粉水晶贝珠手串 - 材质：粉水晶、贝珠 尺寸：12mm,831|832|833|834|848|849|850|852|857|860|862|883
129,5846,粉水晶贝珠手串BAC831,115.00,https://aurayou2.lot-lot.com/image/32/2025/01/9c95e827ca71d53d4d8b746d2324ecbb.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/9c95e827ca71d53d4d8b746d2324ecbb.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/ce4510eaeafd45b2a26e052df5b41a22.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/1697ab64232665f9c66fae53d143d29e.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/a79a9cf6d9a36c478df119bc95dd4bef.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c2664734211737821ce67a087c0c08c4.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/a545d733bc450b5016d53f2ce80b15cc.jpg,▫️▪️粉水晶贝珠手串 - 材质：粉水晶、贝珠 尺寸：11mm,831|832|833|834|848|849|850|852|857|860|862|883
130,5845,粉水晶白水晶随形手串BAC830,282.00,https://aurayou2.lot-lot.com/image/32/2025/01/eeb852c61b25248cfefc1a2ca2963ab9.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/eeb852c61b25248cfefc1a2ca2963ab9.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/fcb531ab7c7ca105759f18678bd1e1c0.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/643b4d1e92ed13d72ab140522e6d7dd2.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/d545df41f9e7c1b7659a4c1b5e553f26.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/33c7745dbd5a32e66f1bbd0a4c5bdd3d.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e73d345660d10557b16577d9eef56c43.jpg,▫️▪️粉水晶白水晶随形手串 - 材质：粉水晶、白水晶 尺寸：12mm,831|832|833|834|847|848|849|851|852|853|857|862|883
131,5844,粉水晶手串BAC829,162.00,https://aurayou2.lot-lot.com/image/32/2025/01/75ff048937626e12e1bb2f280868b9f4.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/75ff048937626e12e1bb2f280868b9f4.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/fb7772fd430e3e798dffab6fb61425a2.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/d3889c44b7d481274912baabbde1bd04.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f0bfccaba1f2e57b37ac7128079268d8.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/042e22a403949c5a2f1016c911fd8158.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/25ed62f5c4ffca320cc11e9467974954.jpg,▫️▪️粉水晶手串 - 材质：粉水晶 尺寸：12mm,831|832|833|834|848|849|852|857|860|862|883
132,5842,粉水晶绿幽灵贝珠白水晶手串BAC827,88.00,https://aurayou2.lot-lot.com/image/32/2025/01/f77d9a3a430880769968e2cd9da43009.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/f77d9a3a430880769968e2cd9da43009.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f6014b6e1364d0645edf89d5b64d4150.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/d3e2594523bd436733d22ab698584d70.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f8992267be00279dba0c8daac35a776e.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f1ad72b3975b9d6514daa4b9df81210b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c3ead82f3e4b1473aa886b7d2b71ea36.jpg,▫️▪️粉水晶绿幽灵贝珠白水晶手串 - 材质：粉水晶、绿幽灵、贝珠、白水晶 尺寸：6-9mm,831|832|833|834|845|846|848|849|850|852|857|860|863|883
133,5841,粉水晶贝珠手串BAC826,182.00,https://aurayou2.lot-lot.com/image/32/2025/01/4ebf16a7e9744921904a16bdc68fa851.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/4ebf16a7e9744921904a16bdc68fa851.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/540f8dd58fc8f27b79119d1549b38b8b.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/1951eacd7f99d03c3ab1ffee8cf5f2f5.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/3127001e3d18801335ffa4dd45e91771.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/ebdbab9235b4babfc7b3698745946b74.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/47ca0b7ad554599b04a66d99b1f587bc.jpg,▫️▪️粉水晶贝珠手串 - 材质：粉水晶、贝珠 尺寸：11mm,831|832|833|834|848|849|850|852|855|857|860|862|883
134,5840,粉水晶青金石手串BAC825,105.00,https://aurayou2.lot-lot.com/image/32/2025/01/cbcef4feaa97fc725df5517463fbd903.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/cbcef4feaa97fc725df5517463fbd903.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/779737fb53f65331d1dde5bd4f5aa8c7.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e54f3910b3e2f98e91ccc5118d5271b9.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/7730dab6ed3add90154a7f4704fda942.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e68577f054eda0b78d5878a8a724275e.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/d75c3db7ba580204033c521b17987363.jpg,▫️▪️粉水晶青金石手串 - 材质：粉水晶、青金石、珍珠跑环 尺寸：9mm,831|832|833|834|846|847|848|849|852|857|860|863|883
135,5839,粉水晶蓝月光手串BAC824,100.00,https://aurayou2.lot-lot.com/image/32/2025/01/0c57df748b3cb35837aeaf55729c2af9.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/0c57df748b3cb35837aeaf55729c2af9.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/cdc7987d337bf4c20a8685a28f8f1eda.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/603f38a2ade81fb5f9b0bb5d475c0196.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/6182dcfb0dea84ca97443e996338d531.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/98d9abc5d87f85de5b06324daec1bd18.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/960d997ed90439ad7c4188092d2b76dd.jpg,▫️▪️粉水晶蓝月光手串 - 材质：粉水晶、蓝月光 尺寸：9mm,831|832|833|834|848|849|850|852|857|860|863|883
136,5836,粉水晶黄水晶手串BAC821,282.00,https://aurayou2.lot-lot.com/image/32/2025/01/50092930dd7d564257e227034e15766e.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/50092930dd7d564257e227034e15766e.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/5fbbc124b0d759a9ff924c3095d711b1.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/f21f6b86a9796ece8f2e400f8e90df37.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/ea2bdab7fc179729595f8aa36cc053c1.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/ee1f7194fa324d4cc65a3d9613c6c594.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/99cc1c80de349d174e63ccada5344eb4.jpg,▫️▪️粉水晶黄水晶手串 - 材质：粉水晶、黄水晶 尺寸：13mm/15mm,831|832|833|834|845|846|848|849|852|854|855|857|862|883
137,5835,粉水晶黄水晶手串BAC820,245.00,https://aurayou2.lot-lot.com/image/32/2025/01/09f172db896267ae568978482b2b7e55.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/09f172db896267ae568978482b2b7e55.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/31260864544cf8b130b1d252d0bacf38.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/1e300f734f87005d405d159d11ce0b3c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/af8b6e8d91179c67a9653ee52ec83d9c.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/d0b3e0d63fcaf48b3134fd0046319f71.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/a4fc7b44f6545a5010a5c9032b2feee9.jpg,▫️▪️粉水晶黄水晶手串 - 材质：粉水晶、黄水晶 尺寸：11mm/14mm,831|832|833|834|845|846|848|849|852|854|855|857|858|862|883
138,5834,粉水晶手串BAC819,282.00,https://aurayou2.lot-lot.com/image/32/2025/01/36c1af09e486b86260ca1311b0ac0917.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/36c1af09e486b86260ca1311b0ac0917.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/72bbfe5bba766ff16c5155c8d75d4ad0.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e4aa463bed9e73509855809e4da1f6a2.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/fde0c8d289292b97672e6e3a2490d9ca.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/fb6e739e799e8016d2952332e56a82b8.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/da65e16eaa719350542a2b9bb53f8a05.jpg,▫️▪️粉水晶手串 - 材质：粉水晶 尺寸：13mm,831|832|833|834|848|849|852|855|857|862|883
139,5833,粉水晶白水晶手串BAC818,100.00,https://aurayou2.lot-lot.com/image/32/2025/01/fddc9770d76cab7618698ddd591da946.jpg,https://aurayou2.lot-lot.com/image/32/2025/01/fddc9770d76cab7618698ddd591da946.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c8d969e2fb7ba1e2bb041b1183695076.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/c899b139cf197b68d0b0b05eb28d839a.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/e02ae1a379571eda5de942eb47ae8460.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/2cb8aafd9b839cf6fb3f76b3caadfcb5.jpg|https://aurayou2.lot-lot.com/image/32/2025/01/27c4c671a6abb911f4d4bc13db188ca7.jpg,▫️▪️粉水晶白水晶手串 - 材质：粉水晶、白水晶 尺寸：9mm,831|832|833|834|847|848|849|851|852|853|857|860|863|883
